datebuilt,guardingtower,datepriced,bedroom,royalmarket,bathroom,curse,knighthouse,id1,dining,location,capital,garden,price,blessing,dock,renovation,farmland,builder,holytree,river,kingvisit
1603,,1610,2.0,68.243586,3.0,0.0,11.447192999999999,1848823575,3.0,3.0,1.0346959999999998,,1328810.0,159,18.69285,0.0,1,2.0,,55.267216000000005,0
1605,12.494618,1612,2.0,13.620052,3.0,0.0,65.333281,1848823578,4.0,1.0,54.728789,0.0,1273623.0,105,11.585549,0.0,1,6.0,,38.447666999999996,0
1600,24.82466,1610,3.0,141.942752,4.0,0.0,36.084848,1848823584,4.0,1.0,25.106037,0.0,1263657.0,135,145.034612,0.0,1,4.0,1.0,21.44816,0
1600,143.926651,1607,4.0,60.114222,4.0,0.0,35.225807,1848823590,2.0,1.0,25.097673999999998,0.0,1386556.0,135,1.072398,0.0,1,9.0,1.0,46.328111,0
1606,36.647534,1607,4.0,21.911711999999998,4.0,0.0,26.808391999999998,1848823594,3.0,,16.519207,0.0,1620012.0,143,27.395888,,1,2.0,1.0,10.327582000000001,0
1606,14.186489000000002,1608,4.0,74.440462,4.0,0.0,70.653917,1848823599,3.0,1.0,60.315918,1.0,1339790.0,100,83.884547,1.0,0,2.0,1.0,3.6598660000000005,1
1600,14.041082999999999,1607,4.0,13.760539000000001,3.0,1.0,136.48103899999998,1848823602,4.0,3.0,125.909425,0.0,1053131.0,34,14.335892000000001,0.0,1,2.0,0.0,14.833136999999999,0
1602,143.697581,1607,4.0,47.208782,4.0,0.0,25.249336,1848823605,,1.0,14.771254,0.0,1437162.0,145,,0.0,1,5.0,1.0,57.99838100000001,0
1603,78.734685,1609,2.0,132.82061399999998,4.0,0.0,19.658196,1848823607,3.0,1.0,8.87772,0.0,1386055.0,151,26.569879999999998,0.0,1,2.0,1.0,35.378384999999994,0
1601,67.482017,1611,2.0,76.911213,4.0,0.0,42.522518,1848823611,3.0,,31.803728000000003,0.0,1274727.0,128,,0.0,1,1.0,1.0,27.337864,0
1600,215.291212,1608,2.0,45.184515000000005,4.0,0.0,13.728679999999999,1848823613,3.0,1.0,3.6940510000000004,0.0,1452049.0,156,31.795669,0.0,1,2.0,1.0,7.53747,0
1606,206.456805,1607,2.0,48.592949,4.0,0.0,97.72198,1848823615,2.0,1.0,87.711658,0.0,1084410.0,72,46.037313,0.0,1,2.0,1.0,67.690842,0
1601,118.533229,1609,3.0,61.399993,4.0,0.0,16.99148,1848823621,3.0,1.0,6.412423,0.0,1495850.0,154,6.664953999999999,0.0,1,2.0,1.0,8.780965,0
1604,102.17994200000001,1611,2.0,132.196721,3.0,0.0,37.882273,1848823623,2.0,3.0,27.528001,,1240531.0,132,12.540865,0.0,2,2.0,1.0,41.822487,0
1600,124.213778,1609,3.0,95.267946,4.0,1.0,15.775998000000001,1848823627,3.0,2.0,5.051018,0.0,1315905.0,155,26.910971999999997,0.0,1,3.0,,42.63296,0
1602,27.03828,1608,3.0,12.94138,4.0,0.0,36.682973,1848823633,3.0,2.0,26.532328000000003,0.0,1434583.0,133,,0.0,1,2.0,1.0,27.094843,0
1605,234.799022,1610,4.0,81.003364,3.0,1.0,25.854943,1848823639,4.0,1.0,15.220463,0.0,1485374.0,145,24.658268,0.0,2,5.0,0.0,20.10387,0
1603,50.964912,1610,,18.667091,3.0,0.0,23.563624,1848823643,2.0,1.0,12.733926,1.0,1419395.0,147,1.1229040000000001,,0,5.0,,4.094995,1
1603,84.156413,1608,3.0,70.194408,3.0,0.0,109.42210700000001,1848823647,2.0,2.0,98.652182,0.0,1048217.0,61,8.938509,1.0,2,1.0,1.0,60.819793999999995,0
1605,205.231808,1608,3.0,150.032514,,0.0,109.29358700000002,1848823651,3.0,1.0,98.765114,0.0,1082473.0,61,3.246707,0.0,2,3.0,1.0,6.41729,0
1600,183.857944,1610,2.0,2.913328,4.0,0.0,41.673909,1848823655,2.0,,31.16518,0.0,1255892.0,129,119.1877,0.0,1,2.0,1.0,24.478625,0
1600,88.662829,1610,3.0,23.545431,2.0,0.0,24.819694000000002,1848823661,4.0,2.0,14.148026000000002,0.0,1414831.0,146,63.86115699999999,0.0,1,2.0,1.0,36.686378999999995,0
1600,111.073489,1611,3.0,85.026054,3.0,0.0,72.449136,1848823664,3.0,1.0,61.604752000000005,0.0,1195212.0,98,,,2,,1.0,17.494191,0
1600,14.489745000000001,1608,2.0,129.162646,2.0,0.0,31.21515,1848823667,3.0,0.0,20.800243,0.0,1360914.0,139,18.839709,,1,2.0,1.0,51.55232,0
1606,59.149910999999996,1608,2.0,16.476015,3.0,1.0,98.032248,1848823670,2.0,3.0,87.174747,0.0,1136222.0,73,54.645920999999994,0.0,1,4.0,0.0,2.980832,0
1602,72.036244,1612,2.0,99.671185,2.0,0.0,122.889439,1848823676,3.0,2.0,111.96594099999999,0.0,837994.0,48,151.105728,0.0,1,4.0,1.0,9.879558,0
1605,7.977065,1612,4.0,50.869864,3.0,0.0,38.774105,1848823680,3.0,1.0,27.953048,0.0,1426681.0,132,11.666815,0.0,1,4.0,,13.758185000000001,0
1600,65.958943,1610,2.0,36.038488,2.0,0.0,23.422529,1848823686,2.0,1.0,12.801883,0.0,1377761.0,147,91.99589499999999,1.0,1,2.0,1.0,6.4830239999999995,0
1606,27.190590000000004,1607,4.0,47.656262,3.0,0.0,35.355721,1848823692,3.0,1.0,24.365967,,1540500.0,136,28.097092,0.0,1,,1.0,29.957674,0
1601,67.083665,1608,2.0,32.981737,,1.0,34.292891999999995,1848823698,,1.0,23.760392,,1370730.0,136,11.381960000000001,0.0,1,6.0,0.0,21.011419,0
1604,213.518082,1610,2.0,73.30761,3.0,,47.990319,1848823700,2.0,1.0,37.491263000000004,0.0,1274514.0,123,34.380313,0.0,1,,1.0,8.596491,0
1600,219.322458,1611,4.0,15.138499,2.0,1.0,31.422184,1848823704,4.0,2.0,21.289962,0.0,1406518.0,139,35.572115000000004,0.0,2,,0.0,25.023969,0
1604,45.556787,1607,4.0,1.543217,2.0,1.0,130.205692,1848823709,4.0,3.0,119.778364,0.0,1106558.0,40,57.23099499999999,0.0,2,,0.0,43.794177000000005,0
1603,53.288066,1609,2.0,2.550933,4.0,1.0,67.63754499999999,1848823711,3.0,1.0,56.883775,0.0,1311503.0,103,,0.0,1,2.0,0.0,9.764942999999999,0
1604,122.390194,1612,4.0,56.15136,3.0,,118.00341399999999,1848823715,3.0,1.0,107.68775500000001,0.0,994838.0,52,62.10475400000001,,1,4.0,1.0,77.656929,0
1606,119.126593,1608,2.0,29.043012,3.0,1.0,14.695101999999999,1848823721,,3.0,4.331436,0.0,1409057.0,156,82.283966,0.0,1,0.0,0.0,24.298254999999997,0
1602,120.919853,1610,2.0,83.03560300000001,3.0,0.0,10.630346000000001,1848823725,2.0,1.0,0.416545,0.0,1359193.0,160,89.226178,0.0,1,,1.0,34.279911,0
1604,86.664647,1609,4.0,110.50005300000001,4.0,0.0,46.459145,1848823729,3.0,0.0,35.698995000000004,0.0,1321611.0,124,34.600947,0.0,1,1.0,,41.447449,0
1603,222.341302,1611,2.0,6.740951,4.0,0.0,,1848823735,4.0,1.0,,0.0,1317434.0,74,34.524141,0.0,1,0.0,1.0,1.821655,0
1600,123.56806399999999,1610,3.0,12.904976,2.0,0.0,15.207348000000001,1848823737,3.0,1.0,4.460661,0.0,1494069.0,156,26.174476000000002,0.0,2,4.0,1.0,43.261003,0
1604,128.133129,1612,3.0,122.809509,3.0,0.0,71.788989,1848823740,4.0,0.0,61.310843000000006,0.0,1290309.0,99,17.667579999999997,0.0,2,,1.0,4.424503,0
1603,74.198027,1610,4.0,33.39117,3.0,0.0,60.196272,1848823744,,1.0,49.64613,0.0,1399373.0,110,3.532019,0.0,2,5.0,1.0,18.551798,0
1600,190.421617,1611,3.0,59.873768999999996,4.0,0.0,110.478163,1848823749,2.0,1.0,99.86107,0.0,1008656.0,60,20.203495999999998,1.0,1,5.0,1.0,1.672798,0
1600,44.880303999999995,1609,,31.489187,3.0,,23.512504,1848823752,2.0,2.0,13.134552,0.0,1377460.0,147,27.013595000000002,0.0,1,2.0,1.0,38.304237,0
1600,145.19808899999998,1607,4.0,38.478102,4.0,0.0,35.117409,1848823754,,0.0,24.909507,1.0,1348625.0,135,4.1021589999999994,0.0,0,7.0,,55.02216800000001,1
1600,43.039403,1609,4.0,15.621175,3.0,0.0,44.565672,1848823759,3.0,1.0,34.328905999999996,0.0,1344978.0,126,54.39761899999999,0.0,1,7.0,,13.210756,0
1600,,1612,3.0,114.41086100000001,4.0,0.0,63.465074,1848823763,2.0,1.0,52.901633,0.0,1167093.0,107,0.550172,0.0,1,6.0,1.0,20.379008,0
1601,76.196189,1611,3.0,,3.0,0.0,35.568437,1848823765,3.0,2.0,25.065928,,1333643.0,135,38.877415,0.0,2,0.0,,1.2577209999999999,0
1600,122.79844399999999,1610,3.0,90.88417,2.0,0.0,36.195189,1848823770,3.0,1.0,26.137153,0.0,1342903.0,134,11.603696000000001,1.0,1,2.0,1.0,4.528548000000001,0
1600,170.610065,1607,,7.269568,3.0,0.0,46.502972,1848823774,4.0,1.0,35.790417,0.0,1353618.0,124,29.751994,0.0,1,9.0,1.0,47.287544,0
1602,148.2714,1611,2.0,35.085326,,0.0,11.516110000000001,1848823777,,1.0,0.5292020000000001,0.0,1436392.0,159,34.191925,0.0,1,2.0,1.0,12.546223,0
1602,25.958395,1611,3.0,49.370682,2.0,0.0,31.679896999999997,1848823780,3.0,1.0,21.001339,,1450159.0,139,39.18463,0.0,1,2.0,1.0,0.732612,0
1600,107.611778,1608,3.0,44.475839,2.0,1.0,21.737822,1848823783,4.0,1.0,11.632695,,1442146.0,148,60.881088,0.0,1,1.0,1.0,15.773875,0
1602,96.27154200000001,1612,4.0,77.048386,2.0,0.0,,1848823788,4.0,1.0,,1.0,1217268.0,74,49.458007,0.0,0,9.0,,5.063825,1
1605,98.52981700000001,1611,2.0,29.498542999999998,3.0,0.0,,1848823790,3.0,0.0,,0.0,1350144.0,74,20.487807999999998,0.0,1,5.0,1.0,51.114954,0
1602,136.90373300000002,1609,4.0,17.693796,2.0,0.0,29.451655,1848823792,2.0,1.0,18.792642,0.0,1435316.0,141,,,1,2.0,1.0,37.24402,0
1605,72.80171800000001,1609,4.0,,2.0,0.0,64.02721,1848823797,3.0,2.0,53.910194999999995,,1341556.0,106,,1.0,1,2.0,1.0,17.011374,0
1601,,1610,2.0,140.461249,2.0,0.0,60.487683,1848823801,3.0,1.0,50.332725,0.0,1078135.0,110,136.474649,,1,2.0,1.0,21.920179,0
1602,24.887373,1610,4.0,54.754213,3.0,0.0,25.728207,1848823803,2.0,1.0,14.814197,0.0,1434461.0,145,,0.0,1,2.0,1.0,58.408258,0
1605,7.331488,1612,4.0,112.204225,2.0,0.0,117.688478,1848823807,,3.0,106.867728,0.0,995384.0,53,55.194201,0.0,1,3.0,1.0,13.643248000000002,0
1606,47.483615,1608,2.0,60.12596800000001,4.0,1.0,95.46070999999999,1848823811,2.0,,84.490468,,1172013.0,76,,0.0,2,8.0,0.0,57.461829,0
1603,110.43733200000001,1608,3.0,73.607791,3.0,1.0,129.656878,1848823817,,0.0,118.90865500000001,0.0,1020444.0,41,,0.0,1,2.0,0.0,1.123113,0
1601,121.737656,1609,2.0,57.049838,2.0,1.0,18.568358,1848823820,3.0,1.0,8.090356,0.0,1394892.0,152,28.194885,0.0,1,7.0,0.0,10.72477,0
1606,15.561160999999998,1611,4.0,,4.0,0.0,76.604668,1848823822,3.0,2.0,66.068513,,1261775.0,94,0.988599,0.0,1,2.0,1.0,83.44828100000001,0
1602,56.675428000000004,1611,3.0,35.428939,4.0,1.0,50.450784000000006,1848823827,4.0,,39.851566,0.0,1360182.0,120,60.548904,0.0,2,,0.0,39.250533000000004,0
1604,67.798236,1609,4.0,55.813361,,0.0,117.57576599999999,1848823831,3.0,1.0,107.32511799999999,,1083058.0,53,93.673364,1.0,1,2.0,1.0,25.498414,0
1606,129.504031,1607,2.0,26.547489000000002,4.0,0.0,44.651891,1848823836,3.0,1.0,33.914079,0.0,1441579.0,126,29.348648999999998,0.0,1,4.0,1.0,21.441570000000002,0
1606,96.90175,1612,4.0,135.95518,2.0,0.0,,1848823840,3.0,2.0,,0.0,1173528.0,74,116.232545,0.0,2,3.0,1.0,75.913338,0
1600,31.530238,1610,3.0,72.55794300000001,4.0,0.0,123.25377399999999,1848823846,3.0,,113.15226899999999,0.0,1039902.0,47,21.926644,0.0,2,4.0,1.0,17.352285000000002,0
1606,84.951802,1607,3.0,39.596049,3.0,0.0,11.234357000000001,1848823851,4.0,0.0,0.463851,0.0,1625105.0,160,42.310602,0.0,1,2.0,,2.8317349999999997,0
1606,90.308479,1607,2.0,33.670629999999996,2.0,,122.855294,1848823856,4.0,0.0,112.54050500000001,1.0,1170811.0,47,44.74755,0.0,0,5.0,1.0,3.353507,1
1606,44.588025,1612,3.0,138.642448,3.0,1.0,18.370135,1848823861,4.0,1.0,8.168785,0.0,1411090.0,152,42.73277,0.0,1,8.0,0.0,66.34723699999999,0
1601,120.89358700000001,1608,4.0,59.715593000000005,3.0,0.0,66.54901,1848823863,2.0,1.0,56.071738,0.0,1203662.0,104,109.12251,0.0,1,2.0,1.0,27.316383000000002,0
1602,28.556451000000003,1607,2.0,89.749169,,0.0,54.744624,1848823865,,3.0,43.935515,0.0,1230244.0,116,47.13049,0.0,2,1.0,1.0,17.897503,0
1602,163.81011999999998,1610,4.0,59.538045999999994,2.0,0.0,21.881547,1848823870,4.0,2.0,11.175477,0.0,1462847.0,149,43.129349,0.0,1,2.0,1.0,1.138075,0
1603,135.664742,1610,2.0,87.189539,4.0,0.0,36.170315,1848823875,3.0,3.0,25.960131,0.0,1241409.0,134,107.670121,,1,4.0,1.0,12.397642999999999,0
1605,2.866873,1612,4.0,19.373641,4.0,0.0,18.086382999999998,1848823877,4.0,1.0,7.477386,,1650169.0,153,19.038547,0.0,2,1.0,1.0,11.659058,0
1605,160.151949,1610,2.0,78.417276,2.0,0.0,26.391128000000002,1848823882,4.0,1.0,15.731654999999998,1.0,1350458.0,144,5.745062,0.0,0,2.0,,30.693682,1
1604,43.951167,1607,3.0,,3.0,0.0,49.85903,1848823886,2.0,,39.587552,1.0,1383929.0,120,31.001006,,0,2.0,1.0,9.731898,1
1600,37.845593,1610,4.0,13.078234,3.0,0.0,14.369894,1848823888,4.0,1.0,3.916571,0.0,1478473.0,156,144.839853,0.0,1,6.0,1.0,25.428054,0
1601,5.995957,1611,2.0,56.862286,2.0,0.0,42.837121,1848823890,,0.0,32.700903000000004,0.0,1292524.0,127,118.65173600000001,,2,6.0,1.0,39.460784000000004,0
1602,90.78009399999999,1611,2.0,12.889536,2.0,0.0,142.71465800000001,1848823896,4.0,3.0,131.95257800000002,0.0,870679.0,28,84.271118,,1,9.0,1.0,27.119840999999997,0
1600,24.334488,1610,,85.761268,4.0,0.0,34.942444,1848823899,3.0,1.0,23.948609,0.0,1356376.0,136,25.546042,1.0,1,,1.0,8.834375,0
1606,91.33015999999999,1608,2.0,41.629638,2.0,0.0,69.71465500000001,1848823901,2.0,0.0,59.517323,1.0,1248401.0,100,,1.0,0,6.0,1.0,51.924313,1
1602,162.76623500000002,1612,3.0,12.413408,4.0,0.0,84.15177299999999,1848823904,4.0,,73.680323,1.0,1238448.0,86,0.066082,0.0,0,2.0,1.0,2.322611,1
1600,122.99707,1608,2.0,20.186212,3.0,0.0,156.081031,1848823908,2.0,1.0,145.77381699999998,0.0,803514.0,14,47.443566,0.0,2,7.0,,17.225251,0
1600,117.729776,1609,4.0,120.436472,2.0,0.0,88.00755600000001,1848823914,4.0,2.0,77.05900600000001,0.0,1089772.0,83,94.598577,,1,2.0,1.0,10.701775,0
1603,137.60503300000002,1608,2.0,21.639960000000002,2.0,0.0,62.337068,1848823917,2.0,0.0,52.160561,0.0,1345168.0,108,,0.0,2,8.0,1.0,45.171562,0
1602,174.606217,1607,3.0,112.24458100000001,2.0,0.0,23.463134,1848823922,2.0,3.0,12.947486,0.0,1222552.0,147,69.296172,,1,,,42.394393,0
1605,114.893095,1609,4.0,19.902401,3.0,0.0,45.940609,1848823927,2.0,1.0,35.647738000000004,,1395999.0,124,,0.0,1,1.0,1.0,38.737328000000005,0
1603,5.893055,1608,3.0,1.64982,3.0,0.0,103.239226,1848823932,,2.0,92.817319,0.0,1148988.0,67,55.642860999999996,0.0,1,7.0,1.0,17.413551000000002,0
1604,11.762571000000001,1607,2.0,6.54546,,1.0,85.737595,1848823937,,3.0,75.617038,0.0,1168961.0,84,35.76766,0.0,2,5.0,,8.325646,0
1601,22.408685000000002,1611,3.0,98.056921,2.0,0.0,14.045466000000001,1848823942,2.0,1.0,3.883454,0.0,1399301.0,156,34.299644,0.0,1,2.0,1.0,31.032398999999998,0
1603,95.8239,1611,4.0,1.9440990000000002,3.0,0.0,21.102148,1848823944,3.0,1.0,10.127855,0.0,1606279.0,150,3.9194190000000004,0.0,2,5.0,1.0,0.297842,0
1603,34.186859999999996,1608,2.0,91.589664,4.0,0.0,,1848823950,,3.0,,0.0,1184116.0,74,43.825607,0.0,1,2.0,1.0,49.638961,0
1604,196.335776,1610,3.0,16.894884,2.0,,54.25550500000001,1848823956,2.0,1.0,43.659217,1.0,1262916.0,116,56.681729000000004,,0,2.0,1.0,45.80167,1
1602,246.816762,1611,4.0,,4.0,0.0,33.962491,1848823958,2.0,1.0,23.907579000000002,0.0,1343778.0,136,82.550344,1.0,1,4.0,1.0,3.8033989999999998,0
1600,164.368723,1610,2.0,62.14781,4.0,0.0,19.852732,1848823963,2.0,3.0,9.548414,,1260929.0,150,6.133424,0.0,1,8.0,,51.074174,0
1606,83.564314,1612,2.0,,3.0,0.0,55.721486,1848823965,2.0,3.0,44.952248,0.0,1200621.0,115,56.083481000000006,0.0,2,9.0,1.0,55.555218,0
1602,77.241302,1612,3.0,,2.0,0.0,39.738462,1848823967,3.0,1.0,29.385811999999998,0.0,1240153.0,131,67.665324,0.0,1,2.0,,57.349442,0
1606,57.513601,1610,4.0,,3.0,1.0,125.462999,1848823973,2.0,1.0,114.943975,0.0,979872.0,45,16.052652,0.0,1,9.0,,55.96165799999999,0
1601,221.16768399999998,1611,4.0,51.752340999999994,4.0,0.0,23.207646,1848823977,3.0,3.0,12.362987,0.0,1334481.0,148,34.516962,0.0,1,8.0,,23.389574,0
1603,126.31342099999999,1607,2.0,48.564873999999996,4.0,1.0,44.072108,1848823983,2.0,1.0,33.477492,0.0,1271734.0,127,110.908864,0.0,1,3.0,0.0,45.312225,0
1605,116.58344699999999,1608,3.0,26.831774,2.0,0.0,29.219473999999998,1848823987,3.0,1.0,19.046904,1.0,1451445.0,141,10.192758,0.0,0,9.0,,0.559862,1
1605,242.323996,1608,4.0,,3.0,0.0,38.883146,1848823991,,2.0,28.062065000000004,0.0,1367343.0,132,15.540482999999998,0.0,1,2.0,1.0,42.787678,0
1605,163.682458,1609,2.0,49.134277000000004,2.0,0.0,137.16614199999998,1848823996,3.0,1.0,127.118131,0.0,978250.0,33,,0.0,1,2.0,1.0,7.1052919999999995,0
1606,157.877738,1610,3.0,67.579542,4.0,0.0,15.068710999999999,1848824000,2.0,1.0,4.570255,0.0,1462503.0,155,35.988844,0.0,1,0.0,1.0,15.756025,0
1605,59.226068000000005,1612,3.0,72.853128,4.0,0.0,23.662876,1848824003,4.0,1.0,13.557405,,1480960.0,146,28.557636,0.0,1,4.0,1.0,30.014551,0
1604,45.620881,1607,3.0,10.996215,3.0,0.0,21.113511,1848824007,3.0,3.0,10.760071,0.0,1424332.0,149,17.820094,1.0,2,7.0,,76.96040699999999,0
1603,15.481470000000002,1611,2.0,6.498857,4.0,0.0,89.290594,1848824011,4.0,2.0,78.850443,0.0,1211971.0,81,,0.0,1,2.0,1.0,8.824828,0
1604,118.185419,1612,2.0,20.154283,4.0,0.0,13.839556,1848824017,,1.0,3.0531040000000003,0.0,1474911.0,157,11.455146000000001,0.0,1,2.0,1.0,31.067657,0
1605,49.510968,1612,4.0,58.432703000000004,2.0,0.0,25.306428,1848824020,3.0,1.0,14.59141,0.0,1512991.0,145,45.707423999999996,0.0,2,2.0,1.0,23.764293,0
1603,151.378858,1607,3.0,1.201718,2.0,0.0,47.182368,1848824023,3.0,1.0,36.602832,0.0,1415527.0,123,39.59835,,1,2.0,1.0,28.811390000000003,0
1603,289.066307,1610,4.0,3.8048040000000003,2.0,0.0,19.957548000000003,1848824027,3.0,1.0,9.794132000000001,0.0,1479955.0,150,17.557024,,1,9.0,1.0,31.805639000000003,0
1605,82.331429,1609,2.0,43.631966,4.0,0.0,91.370785,1848824033,2.0,1.0,80.598167,0.0,1145873.0,79,75.182362,0.0,1,5.0,1.0,20.256664999999998,0
1601,27.854425,1607,4.0,42.615596999999994,3.0,0.0,,1848824036,,1.0,,0.0,1327632.0,74,8.864301,0.0,1,2.0,,22.843904000000002,0
1605,154.00903799999998,1608,3.0,68.149748,,0.0,28.865899,1848824038,,3.0,18.75495,0.0,1283729.0,141,66.923139,0.0,1,2.0,,23.658776,0
1604,172.678117,1611,3.0,1.9570509999999999,2.0,0.0,118.327367,1848824042,4.0,3.0,107.57295,0.0,1009037.0,52,,0.0,1,9.0,1.0,47.079764000000004,0
1603,164.64825,1609,4.0,92.093512,,1.0,,1848824046,4.0,3.0,,0.0,1288606.0,74,54.184365,0.0,2,2.0,0.0,2.2142939999999998,0
1601,138.357459,1609,2.0,18.368994,4.0,0.0,16.973334,1848824048,4.0,3.0,6.049405999999999,0.0,1458447.0,154,26.711370000000002,0.0,1,2.0,1.0,2.595396,0
1606,147.898157,1611,4.0,57.067604,4.0,1.0,117.410316,1848824051,2.0,1.0,107.184545,0.0,930118.0,53,83.914728,0.0,1,0.0,,55.592034,0
1600,91.510234,1607,3.0,34.560742,3.0,,22.226814,1848824055,4.0,1.0,11.437761,0.0,1453474.0,149,64.028965,0.0,1,2.0,1.0,63.798997,0
1601,213.38574300000002,1612,3.0,72.276962,4.0,0.0,22.869774,1848824059,2.0,1.0,12.49898,,1378274.0,148,36.579149,0.0,2,2.0,1.0,9.263226,0
1606,3.492928,1612,3.0,10.544569000000001,2.0,0.0,18.529869,1848824065,4.0,3.0,7.778528999999999,0.0,1496291.0,152,81.893052,0.0,1,5.0,1.0,24.076,0
1606,266.193706,1608,3.0,,3.0,0.0,81.45746899999999,1848824071,3.0,1.0,70.722767,0.0,1262934.0,89,,0.0,2,2.0,1.0,16.934336,0
1604,186.593414,1607,3.0,18.149158,3.0,1.0,44.912973,1848824075,3.0,1.0,34.835396,0.0,1331622.0,125,72.158507,1.0,1,2.0,0.0,67.31585600000001,0
1605,123.868738,1608,2.0,109.613235,2.0,0.0,26.442190999999998,1848824079,,,16.326244,0.0,1387334.0,144,51.148075,0.0,1,3.0,1.0,11.439484,0
1603,18.89276,1608,2.0,61.351006999999996,4.0,0.0,31.797165999999997,1848824084,4.0,,21.443521,0.0,1414528.0,139,44.591963,0.0,2,7.0,,6.320174,0
1600,146.379179,1607,3.0,47.267431,3.0,0.0,30.159151,1848824087,2.0,3.0,20.077324,0.0,1362333.0,140,23.823269,0.0,2,2.0,1.0,28.363844,0
